X,Y,ID,OBJECTID,TYPE,SOURCE,DATE_,CONTROL,LOCATION,COLOR,LADDER,Primary_St,Cross_Stre,CrossType,TOOLTIP
-118.307832642482168,34.057559122248975,3001,14046,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Oxford Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.305343944626898,34.05779195712212,3002,14047,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Hobart Bl,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.305237855313962,34.057685675968465,3003,14048,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.305343160948738,34.057567144133571,3004,14049,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Hobart Bl,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.305448656865309,34.057685050143654,3005,14050,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.304173646831089,34.057786397140653,3006,14051,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Harvard Bl,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.304079685778106,34.05768625360799,3007,14052,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Harvard Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.304172992591631,34.057582020648745,3008,14053,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Harvard Bl,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.304267956459981,34.057685683866175,3009,14054,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,Harvard Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.300904407229297,34.057808209842733,3010,14055,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Irolo St,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300817167759391,34.057705914911899,3011,14056,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300903772191447,34.057602133016417,3012,14057,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Irolo St,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300997234931103,34.057704852321514,3013,14058,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th S,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.299812797248151,34.057810924687459,3014,14059,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Normandie Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.299704021857764,34.057712412954388,3015,14060,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Normandie Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.299812180357463,34.05760825470486,3016,14061,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Normandie Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.299910690141601,34.057711195814917,3017,14062,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,Normandie Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.298722201528008,34.057820438227374,3018,14063,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Mariposa Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.298625646399671,34.057718811159702,3019,14064,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Mariposa Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.298721616112701,34.057619472964035,3020,14065,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Mariposa Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.298813863219564,34.057717695611991,3021,14066,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,Mariposa Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.295402593569833,34.057840522666851,3022,14067,3,1,2011-09-15T00:00:00.000Z,1,0,1,0,Catalina St,8th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.295304585144891,34.057738461970253,3023,14068,3,1,2011-09-15T00:00:00.000Z,1,90,1,0,8th St,Catalina St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.295401991117245,34.0576361550687,3024,14069,3,1,2011-09-15T00:00:00.000Z,1,180,1,0,Catalina St,8th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.295503058400328,34.057737289540761,3025,14070,3,1,2011-09-15T00:00:00.000Z,1,270,1,0,8th St,Catalina St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.292893086706911,34.057855150641451,3026,14071,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,New Hampshire Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.292795491336591,34.05775325099296,3027,14072,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,New Hampshire Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.292892494152071,34.057649074619491,3028,14073,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,New Hampshire Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.292985823702381,34.057752131285866,3029,14074,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,New Hampshire Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291639242071469,34.05785648375619,3030,14075,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291508332442518,34.057755647085038,3031,14076,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,8th St,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.29163862998135,34.057640188924658,3032,14077,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.29176826988801,34.057759287236571,3033,14078,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,8th St,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291633972406544,34.055997358546222,3034,14079,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,8th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291495765796498,34.055894497529536,3035,14080,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291633523181204,34.055838965089229,3036,14081,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.291759916126821,34.05594591318286,3037,14082,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.295397191218115,34.056005236037144,3038,14083,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Catalina St,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.295299409667635,34.05592694817836,3039,14084,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Catalina St,White Controlled Crosswalk,White Controlled Crosswalk
-118.29539671203969,34.055843444778219,3040,14085,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Catalina St,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.295489724776118,34.055926417764844,3041,14086,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Catalina St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300898774377387,34.055979735710693,3042,14087,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Irolo St,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.300801257783277,34.055899747739296,3043,14088,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300898273708995,34.055817939091853,3044,14089,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Irolo St,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.300995649366271,34.055898795510693,3045,14090,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.299807231879427,34.055985859086697,3046,14091,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Normandie Av,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.299714744829942,34.0559042034443,3047,14092,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Normandie Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.299806722599541,34.055818954412388,3048,14093,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Normandie Av,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.299898873940492,34.055903349670459,3049,14094,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Normandie Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.304167784679564,34.055956215159028,3050,14095,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Harvard Bl,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.304069902109376,34.05588039581724,3051,14096,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Harvard Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.304167271063264,34.055801235952906,3052,14097,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Harvard Bl,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.304260144576247,34.055879281095436,3053,14098,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Harvard Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.305337592184557,34.055968596458854,3054,14099,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Hobart Bl,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.30522189750782,34.055873853051786,3055,14100,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,James M Wood,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.305336877893239,34.055776141989924,3056,14101,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Hobart Bl,James M Wood,White Controlled Crosswalk,White Controlled Crosswalk
-118.305453075759189,34.055872536521271,3057,14102,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,James M Wood,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.309076884825302,34.05593694201918,3058,14103,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,9th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308960264029167,34.055851835616913,3059,14104,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,9th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309076251933391,34.055761519981985,3060,14105,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,9th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.309201720748106,34.05585125642412,3061,14106,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,9th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309071792488737,34.054525054476272,3062,14107,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308950568050648,34.054444015848325,3063,14108,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,San Marino St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309071192166471,34.054358150038965,3064,14109,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.30919816310427,34.054443133360095,3065,14110,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,San Marino St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.301894175755749,34.054482499609882,3066,14111,1,1,2010-03-26T00:00:00.000Z,4,90,0,1,San Marino St,Ardmore Ave,White Uncontrolled Pedestrian Crosswalk,White Uncontrolled Pedestrian Crosswalk
-118.300879641955817,34.054567877739956,3067,14112,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Irolo St,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300754450938328,34.054488213819191,3068,14113,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,San Marino St,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300845299562297,34.054387882382784,3069,14114,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Irolo St,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300995898203027,34.05448700464872,3070,14115,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,San Marino St,Irolo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.29163002767838,34.054605905036269,3071,14116,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291629527174067,34.05443559256905,3072,14117,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,San Marino St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291759888964833,34.054531729820525,3073,14118,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,San Marino St,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291624198791311,34.052668258097846,3074,14119,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291469118148214,34.052499674735735,3075,14120,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Olympic Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291623473125298,34.052402575914158,3076,14121,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291757273239867,34.052574946437055,3077,14122,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Olympic Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.294762731202468,34.052783267263138,3078,14123,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Catalina St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.294664194800205,34.052654863731895,3079,14124,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Olympic Bl,Catalina St,White Controlled Crosswalk,White Controlled Crosswalk
-118.294762198966922,34.05252951095725,3080,14125,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Catalina St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.294852443226929,34.052653954393406,3081,14126,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Olympic Bl,Catalina St,White Controlled Crosswalk,White Controlled Crosswalk
-118.293717186848056,34.052779008161991,3082,14127,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Berendo St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.293618663056321,34.052659911159125,3083,14128,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Olympic Bl,Berendo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.293716634391942,34.052520131211175,3084,14129,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Berendo St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.293810991498205,34.052658982705786,3085,14130,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Olympic Bl,Berendo St,White Controlled Crosswalk,White Controlled Crosswalk
-118.297900638000584,34.052758698875486,3086,14131,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Fedora St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.297788650013771,34.052639725020178,3087,14132,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Olympic Bl,Fedora St,White Controlled Crosswalk,White Controlled Crosswalk
-118.297900123338735,34.052513463791037,3088,14133,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Fedora St,Olympic Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.29799939736786,34.05263870120227,3089,14134,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Olympic Bl,Fedora St,White Controlled Crosswalk,White Controlled Crosswalk
-118.300095109408502,34.052763492574577,3090,14135,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,Irolo St,Olympic Bl,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.299902289341176,34.052629439652272,3091,14136,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,Olympic Bl,Irolo St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.300006651925841,34.052497381956577,3092,14137,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Irolo St,Olympic Bl,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.300215339751716,34.052627917157082,3093,14138,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,Olympic Bl,Irolo St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.347582432119523,34.069243341574918,3094,14139,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,3rd St,Alta Vista Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.35108706974647,34.070049442382775,3095,14140,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Martel Av,3rd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.350979669538404,34.069909360488609,3096,14141,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,3rd St,Martel Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.351086321586777,34.069821628827086,3097,14142,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Martel Av,3rd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.351210722366147,34.069955201707344,3098,14143,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,3rd St,Martel Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.353206543124713,34.070466311522104,3099,14144,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Gardner St,3rd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.353148364950201,34.070339393333192,3100,14145,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,3rd St,Gardner St,White Controlled Crosswalk,White Controlled Crosswalk
-118.353363659784009,34.070382163516143,3101,14146,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,3rd St,Gardner St,White Controlled Crosswalk,White Controlled Crosswalk
-118.355326600975886,34.070674782949347,3102,14147,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,3rd St,Burnside Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.356327746665769,34.070978040563517,3103,14148,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,The Grove Dr,3rd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.356486617460888,34.070835725368383,3104,14149,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,3rd St,The Grove Dr,White Controlled Crosswalk,White Controlled Crosswalk
-118.358921948793451,34.071173570071835,3105,14150,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,3rd St,Ogden Dr,White Controlled Crosswalk,White Controlled Crosswalk
-118.359043769983487,34.071081614886957,3106,14151,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Ogden Dr,3rd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.36144273630677,34.076241912685418,3107,14152,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Fairfax Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.361281556842115,34.076110021693339,3108,14153,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Fairfax Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.3614414533873,34.075974359224226,3109,14154,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Fairfax Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.361603084028587,34.076108617883378,3110,14155,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Fairfax Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.358383989320629,34.076254085996872,3111,14156,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Genesee Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.358295130668139,34.076123027637415,3112,14157,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Genesee Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.358384197674837,34.076001812715774,3113,14158,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Genesee Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.358469673995501,34.076122270892284,3114,14159,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Genesee Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.356343257792687,34.076289171584698,3115,14160,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Stanley Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.356342054755316,34.076000173994764,3116,14161,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,The Grove Dr,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.356471763376888,34.076130933834122,3117,14162,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Stanley Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.355302967782706,34.07626165405641,3118,14163,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Curson Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.355170919737304,34.076136555166926,3119,14164,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Curson Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.355374857748188,34.076135674090899,3120,14165,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Curson Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.355245732824528,34.076014143069585,3121,14166,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Curson Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.353222940465059,34.076273873789084,3122,14167,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Sierra Bonita Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.353127057094767,34.07614426923741,3123,14168,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Gardner St,White Controlled Crosswalk,White Controlled Crosswalk
-118.353221599109787,34.076015503512849,3124,14169,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Gardner St,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.353319975919547,34.076143688893687,3125,14170,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Gardner St,White Controlled Crosswalk,White Controlled Crosswalk
-118.351102004449714,34.07628619734831,3126,14171,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Martel Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.351019240820406,34.076149778874097,3127,14172,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Martel Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.3511005800665,34.076018617239505,3128,14173,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Martel Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.351197464734071,34.076149316743489,3129,14174,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Martel Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.348648221745009,34.076285678376465,3130,14175,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Posinsettia Pl,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.348555350874094,34.076156078650669,3131,14176,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,Posinsettia Pl,White Controlled Crosswalk,White Controlled Crosswalk
-118.348646676663193,34.076025726486598,3132,14177,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Posinsettia Pl,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.348742758830383,34.076155600853596,3133,14178,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,Posinsettia Pl,White Controlled Crosswalk,White Controlled Crosswalk
-118.349907639096287,34.076152627981607,3134,14179,3,1,2005-12-01T00:00:00.000Z,4,270,1,1,Beverly Bl,Fuller Av,Yellow Uncontrolled Crosswalk,Yellow Uncontrolled Crosswalk
-118.346218328490693,34.076298486565307,3135,14180,1,1,2013-03-27T00:00:00.000Z,1,0,0,0,Formosa Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.344047535502781,34.076297302532538,3136,14181,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,La Brea Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.343896916333989,34.076168029589567,3137,14182,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Beverly Bl,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.344047073773638,34.076032806514547,3138,14183,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,La Brea Av,Beverly Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.344205587747709,34.076167077414482,3139,14184,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Beverly Bl,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.344042937369537,34.07366618727761,3140,14185,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,La Brea Av,1st St,White Controlled Crosswalk,White Controlled Crosswalk
-118.34388444877149,34.073582724744284,3141,14186,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,1st St,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.344042635234828,34.073493429078347,3142,14187,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,La Brea Av,1st St,White Controlled Crosswalk,White Controlled Crosswalk
-118.344200463996529,34.073581882370348,3143,14188,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,1st St,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.344038511674356,34.071132769191095,3144,14189,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,La Brea Av,2nd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.343868881916336,34.071047606546465,3145,14190,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,2nd St,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.344038205877581,34.070963067218848,3146,14191,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,La Brea Av,2nd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.344197748940189,34.071046734777035,3147,14192,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,2nd St,La Brea Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.307085979490921,34.098238236152369,3148,14193,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Serrano Av,Sunset Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.305633730777302,34.098236442387957,3149,14194,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Hobart Bl,Sunset Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.306992486879437,34.098113129050716,3150,14195,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Sunset Bl,Serrano Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.305518462198975,34.098116624434468,3151,14196,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Sunset Bl,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.307062562047378,34.097978286262453,3152,14197,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Serrano Av,Sunset Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.305634476101048,34.097991165769926,3153,14198,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Hobart Bl,Sunset Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.307169369489529,34.098112697542689,3154,14199,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Sunset Bl,Serrano Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.305747751941638,34.09811607330213,3155,14200,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Sunset Bl,Hobart Bl,White Controlled Crosswalk,White Controlled Crosswalk
