X,Y,ID,OBJECTID,TYPE,SOURCE,DATE_,CONTROL,LOCATION,COLOR,LADDER,Primary_St,Cross_Stre,CrossType,TOOLTIP
-118.273741774597255,34.059039904956016,4709,16487,1,1,2005-12-01T00:00:00.000Z,1,315,0,0,6th St,Westlake Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.272378526899189,34.058542913371376,4710,16488,1,1,2005-12-01T00:00:00.000Z,1,45,0,0,Bonnie Brae St,6th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.272355438268704,34.058421619378876,4711,16489,1,1,2005-12-01T00:00:00.000Z,1,135,0,0,6th St,Bonnie Brae St,White Controlled Crosswalk,White Controlled Crosswalk
-118.272618098006319,34.058416026874006,4712,16490,1,1,2005-12-01T00:00:00.000Z,1,225,0,0,Bonnie Brae St,6th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.272643568445744,34.058550133406996,4713,16491,1,1,2005-12-01T00:00:00.000Z,1,315,0,0,6th St,Bonnie Brae St,White Controlled Crosswalk,White Controlled Crosswalk
-118.271085962289291,34.057977186387781,4714,16492,1,1,2005-12-01T00:00:00.000Z,1,45,0,0,Burlington Av,6th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.271071501326389,34.057848971572668,4715,16493,1,1,2005-12-01T00:00:00.000Z,1,135,0,0,6th St,Burlington Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.317773145329937,33.960107642282694,4716,16494,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Van Ness Av,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.317645295561789,33.959977184610615,4717,16495,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Manchester Av,Van Ness Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.317772956291606,33.959842795874579,4718,16496,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Van Ness Av,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.317898181878007,33.959981661652833,4719,16497,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Manchester Av,Van Ness Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.313390594314001,33.96009977874008,4720,16498,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Gramercy Pl,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.313292378791857,33.959972316391116,4721,16499,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Manchester Av,Gramercy Pl,White Controlled Crosswalk,White Controlled Crosswalk
-118.313384540868583,33.959836886780408,4722,16500,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Gramercy Pl,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.313480289945659,33.959972530505489,4723,16501,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Manchester Av,Gramercy Pl,White Controlled Crosswalk,White Controlled Crosswalk
-118.309012951234351,33.960093688899782,4724,16502,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.308869848215892,33.959968183369483,4725,16503,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Manchester Av,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309013044502834,33.959836564302535,4726,16504,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,Manchester Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309150593615712,33.959967515592147,4727,16505,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Manchester Av,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309015338568997,33.956414995576516,4728,16506,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,89th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308888001522391,33.956334727079195,4729,16507,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,89th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309015443506155,33.95625869049853,4730,16508,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,89th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.309180413368182,33.956340486057016,4731,16509,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,89th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309016548233913,33.954610651915303,4732,16510,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,91st St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308882970237562,33.954529395119046,4733,16511,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,91st St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309016658397766,33.954443448297127,4734,16512,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,91st St,White Controlled Crosswalk,White Controlled Crosswalk
-118.309160267678209,33.954528938945344,4735,16513,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,91st St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.30901774050659,33.952811871867873,4736,16514,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,92nd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308871385837961,33.952714171521357,4737,16515,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,92nd St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.30901782504273,33.952617488233201,4738,16516,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,92nd St,White Controlled Crosswalk,White Controlled Crosswalk
-118.309160102863771,33.952713861887709,4739,16517,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,92nd St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.30901856961674,33.948760443414493,4740,16518,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,Western Av,96th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.308869547951332,33.948676251196176,4741,16519,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,96th St,Western Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.309018603309909,33.948581017184218,4742,16520,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Western Av,96th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.309018891534791,33.94704187695573,4743,16521,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Western Av,98th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.308858386934943,33.946977032051812,4744,16522,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,98th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.308856194386337,33.946824793444776,4745,16523,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,98th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.309018917485318,33.946750969926697,4746,16524,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Western Av,98th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.309141928694515,33.946906980125291,4747,16525,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,98th St,Western Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.278252335114587,33.923840449839574,4748,16526,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Broadway,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.278083251398826,33.923725327764316,4749,16527,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,120th St,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.278250549766994,33.92360632213083,4750,16528,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Broadway,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.27838724291459,33.923725247455529,4751,16529,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,120th St,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.273913758140438,33.923848907825239,4752,16530,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Main St,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.273745677052247,33.923726373196025,4753,16531,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,120th St,Main St,White Controlled Crosswalk,White Controlled Crosswalk
-118.273913781434999,33.923596991629672,4754,16532,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Main St,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.274072786554015,33.92372631348367,4755,16533,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,120th St,Main St,White Controlled Crosswalk,White Controlled Crosswalk
-118.26956195653743,33.923817238698902,4756,16534,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,San Pedro St,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.269445426502273,33.923724956938479,4757,16535,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,120th St,San Pedro St,White Controlled Crosswalk,White Controlled Crosswalk
-118.269562572448663,33.923623107916804,4758,16536,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,San Pedro St,120th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.269678308368384,33.923725033125258,4759,16537,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,120th St,San Pedro St,White Controlled Crosswalk,White Controlled Crosswalk
-118.27390762679461,33.925636571450504,4760,16538,3,1,2005-12-01T00:00:00.000Z,4,0,1,1,Main St,118th Pl,Yellow Uncontrolled Crosswalk,Yellow Uncontrolled Crosswalk
-118.269555716111654,33.925630110516394,4761,16539,3,1,2005-12-01T00:00:00.000Z,4,0,1,1,San Pedro St,118th St,Yellow Uncontrolled Crosswalk,Yellow Uncontrolled Crosswalk
-118.269552572320521,33.926530088974921,4762,16540,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,San Pedro St,118th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269438637334616,33.926473802795456,4763,16541,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,118th St,San Pedro St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269552965993441,33.926417471646971,4764,16542,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,San Pedro St,118th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269671530035666,33.926473863662309,4765,16543,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,118th St,San Pedro St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.273904585648197,33.926529169125594,4766,16544,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,Main St,118th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.273793422813199,33.926474874926363,4767,16545,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,118th St,Main St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.273904970227605,33.926416551790894,4768,16546,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Main St,118th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.274017419661959,33.926474706891256,4769,16547,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,118th St,Main St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.278250788542451,33.926537018970876,4770,16548,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Broadway,118th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.278153155598432,33.926467479851283,4771,16549,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,118th St,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.278250868249671,33.926396229712722,4772,16550,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Broadway,118th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.278352263833924,33.926467127677881,4773,16551,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,118th St,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.269528294180105,33.931340985520571,4774,16552,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,San Pedro St,Imperial Hwy,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269393606912232,33.931205741545227,4775,16553,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,Imperial Hwy,San Pedro St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269529682517643,33.931052065821888,4776,16554,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,San Pedro St,Imperial Hwy,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.269663185909721,33.93119517357443,4777,16555,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,Imperial Hwy,San Pedro St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.273560683648455,33.930875608316342,4778,16556,1,1,2005-12-01T00:00:00.000Z,2,180,0,0,Link St,Imperial Hwy,White Controlled Crosswalk,White Controlled Crosswalk
-118.273889077887659,33.931144567155464,4779,16557,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Main St,Imperial Hwy,White Controlled Crosswalk,White Controlled Crosswalk
-118.273772735778124,33.931023355565216,4780,16558,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Imperial Hwy,Main St,White Controlled Crosswalk,White Controlled Crosswalk
-118.273889699462757,33.930883753210281,4781,16559,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Main St,Imperial Hwy,White Controlled Crosswalk,White Controlled Crosswalk
-118.274005625130755,33.931022484937451,4782,16560,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Imperial Hwy,Main St,White Controlled Crosswalk,White Controlled Crosswalk
-118.278459478569573,33.9311515499205,4783,16561,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Broadway,Imperial Hwy,White Controlled Crosswalk,White Controlled Crosswalk
-118.278279889437954,33.931010529864096,4784,16562,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Imperial Hwy,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.278435341566322,33.930865686558988,4785,16563,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Broadway,Imperial Hwy,White Controlled Crosswalk,White Controlled Crosswalk
-118.278631896358704,33.931009537633628,4786,16564,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Imperial Hwy,Broadway,White Controlled Crosswalk,White Controlled Crosswalk
-118.281569108436472,33.86297290767714,4787,16565,1,1,2005-12-01T00:00:00.000Z,1,315,0,0,Figueroa St,190th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.281388041609929,33.862888029950213,4788,16566,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Victoria St,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.28157645229939,33.862637157180274,4789,16567,1,1,2005-12-01T00:00:00.000Z,1,135,0,0,Figueroa St,190th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.281762612773491,33.862719722938053,4790,16568,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,190th St,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.283560790260182,33.862125650522835,4791,16569,1,1,2005-12-01T00:00:00.000Z,1,315,0,0,110 Frwy On Ramp,190th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.285624162488475,33.861194358370618,4792,16570,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,110 Frwy Off Ramp,190th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291197003796896,33.879214787509667,4793,16571,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,168th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291076180274729,33.87915036110558,4794,16572,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,168th St,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291191308375588,33.879076517188452,4795,16573,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,168th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291326389885867,33.879144453785898,4796,16574,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,168th St,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291299428697542,33.881700630107218,4797,16575,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Gardena Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291175726587468,33.881600488916504,4798,16576,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Gardena Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291290744188018,33.881490165164159,4799,16577,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Gardena Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291427967563095,33.881595070527133,4800,16578,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Gardena Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.290287233450769,33.881625804019436,4801,16579,1,1,2005-12-01T00:00:00.000Z,4,270,0,1,Gardena Bl,Ainsworth St,White Uncontrolled Pedestrian Crosswalk,White Uncontrolled Pedestrian Crosswalk
-118.288006272077396,33.882873520179231,4802,16580,3,1,2005-12-01T00:00:00.000Z,2,90,1,0,164th St,Orchard Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.286884999213399,33.881722756769605,4803,16581,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,Gardena Bl,Hoover St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.286967927719189,33.881612488293939,4804,16582,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Hoover St,Gardena Bl,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.287066799448979,33.881717575568842,4805,16583,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,Gardena Bl,Hoover St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.282595414757964,33.881959975172123,4806,16584,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Figueroa St,Gardena Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.282419777354932,33.881849094290288,4807,16585,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Gardena Bl,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282585340355951,33.881717102377699,4808,16586,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Figueroa St,Gardena Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.282770438010758,33.881839921280857,4809,16587,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Figueroa St,Gardena Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291398962237224,33.885298694541198,4810,16588,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291325652725504,33.885226268744766,4811,16589,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Alondra Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.2913965897244,33.885144182437905,4812,16590,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.288188739393036,33.885436374676203,4813,16591,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Orchard Av,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.28809752351124,33.885318362906979,4814,16592,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Alondra Bl,Orchard Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.288178427074385,33.885186985707108,4815,16593,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Orchard Av,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.288278871021575,33.885313189991834,4816,16594,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Alondra Bl,Orchard Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.282746333825514,33.88560028157017,4817,16595,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Figueroa St,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.282585779291992,33.885470680585833,4818,16596,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Alondra Bl,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282735555503891,33.885340294093545,4819,16597,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Figueroa St,Alondra Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.282884751840328,33.885466493056036,4820,16598,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Alondra Bl,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291691394780486,33.892613440498828,4821,16599,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Redondo Beach Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.291566496054372,33.89247986234907,4822,16600,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Redondo Beach Bl,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291693462139449,33.892334890830107,4823,16601,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Redondo Beach Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.284505723115132,33.892554270234818,4824,16602,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,110 Frwy Off Ramp,Redondo Beach Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.286093009194317,33.892770815993224,4825,16603,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,110 Frwy Off Ramp,Redondo Beach Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.286122448415824,33.892499797701689,4826,16604,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,110 Frwy On Ramp,Redondo Beach Bl,White Controlled Crosswalk,White Controlled Crosswalk
-118.286233724902843,33.892634629071587,4827,16605,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Redondo Beach Bl,110 Frwy On Ramp,White Controlled Crosswalk,White Controlled Crosswalk
-118.291992294189328,33.896381604006905,4828,16606,3,1,2005-12-01T00:00:00.000Z,4,180,1,0,Vermont Av,149th St,Yellow Uncontrolled Crosswalk,Yellow Uncontrolled Crosswalk
-118.291625640152972,33.89638351845381,4829,16607,3,1,2005-12-01T00:00:00.000Z,4,180,1,1,Vermont Av,149th St,Yellow Uncontrolled Crosswalk,Yellow Uncontrolled Crosswalk
-118.289287222193934,33.896489406818077,4830,16608,1,1,2005-12-01T00:00:00.000Z,4,270,0,1,149th St,Menlo Ave,White Uncontrolled Pedestrian Crosswalk,White Uncontrolled Pedestrian Crosswalk
-118.291975461307814,33.902066805046779,4831,16609,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Rosecrans,White Controlled Crosswalk,White Controlled Crosswalk
-118.291631407609131,33.902062742615293,4832,16610,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Vermont Av,Rosecrans,White Controlled Crosswalk,White Controlled Crosswalk
-118.29150060446311,33.901902660271304,4833,16611,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Rosecrans,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.291620054455848,33.901744263420262,4834,16612,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Rosecrans,White Controlled Crosswalk,White Controlled Crosswalk
-118.291961046363397,33.901743438034543,4835,16613,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,Rosecrans,White Controlled Crosswalk,White Controlled Crosswalk
-118.292090409987452,33.901909090261675,4836,16614,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Rosecrans Av,Vermont Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.287219004091028,33.902038417778456,4837,16615,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Hoover St,Rosecrans Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.287169535810847,33.901754795284987,4838,16616,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,110 Frwy On Ramp,Rosecrans Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.286162660082482,33.90166752254774,4839,16617,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,110 Frwy Off Ramp,Rosecrans Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.286210063422999,33.902031651701044,4840,16618,1,1,2005-12-01T00:00:00.000Z,4,0,0,0,110 Freeway N/B On Ramp,Rosecrans Av,White Uncontrolled Pedestrian Crosswalk,White Uncontrolled Pedestrian Crosswalk
-118.282760124325662,33.902042853084779,4841,16619,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Figueroa St,Rosecrans Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.282591126666205,33.90189844431211,4842,16620,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,Rosecrans Av,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282773683446791,33.901755799430006,4843,16621,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Figueroa St,Rosecrans Av,White Controlled Crosswalk,White Controlled Crosswalk
-118.282938699876354,33.90189847915623,4844,16622,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,Rosecrans Av,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291588491910602,33.904648086921071,4845,16623,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Vermont Av,140th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.291967097461722,33.904787564549721,4846,16624,1,1,2005-12-01T00:00:00.000Z,4,180,0,0,Vermont Av,140th St,White Uncontrolled Pedestrian Crosswalk,White Uncontrolled Pedestrian Crosswalk
-118.291917383521508,33.909292975235125,4847,16625,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,Vermont Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.291611266398448,33.909286159513428,4848,16626,3,1,2005-12-01T00:00:00.000Z,1,0,1,0,Vermont Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.291473751008951,33.909161068695028,4849,16627,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,135th St,Vermont Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.29157620242006,33.909037531490661,4850,16628,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Vermont Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.291433537220584,33.909048554078247,4851,16629,3,1,2005-12-01T00:00:00.000Z,2,180,1,0,Vermont Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.291916448416416,33.909024505102551,4852,16630,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Vermont Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.292050444604229,33.909150790343894,4853,16631,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,135th St,Vermont Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.289289734997752,33.909162911543902,4854,16632,3,1,2005-12-01T00:00:00.000Z,1,90,1,0,135th St,Menlo Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.289383860837958,33.909042845411513,4855,16633,3,1,2005-12-01T00:00:00.000Z,1,180,1,0,Menlo Av,135th St,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.289483651807117,33.909162778729353,4856,16634,3,1,2005-12-01T00:00:00.000Z,1,270,1,0,135th St,Menlo Av,Yellow Controlled Crosswalk,Yellow Controlled Crosswalk
-118.282738678923138,33.909299589975596,4857,16635,1,1,2005-12-01T00:00:00.000Z,1,0,0,0,Figueroa St,135th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282558898352491,33.909167331784502,4858,16636,1,1,2005-12-01T00:00:00.000Z,1,90,0,0,135th St,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282739403056638,33.909035722727332,4859,16637,1,1,2005-12-01T00:00:00.000Z,1,180,0,0,Figueroa St,135th St,White Controlled Crosswalk,White Controlled Crosswalk
-118.282912005460489,33.909167098675404,4860,16638,1,1,2005-12-01T00:00:00.000Z,1,270,0,0,135th St,Figueroa St,White Controlled Crosswalk,White Controlled Crosswalk
-118.271527860117587,34.057926833068599,4861,16639,1,1,2005-12-01T00:00:00.000Z,1,225,0,0,Burlington Av,6th St,White Controlled Crosswalk,White Controlled Crosswalk
